Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),year,site
26-06-2020 00:00,20.38,45.67,10.91,8.25,19.16,5.48,2.27,0.41,7.2,93.59,1.38,205.76,0.05,4.4,82.52,0,0.1,2020,1418
27-06-2020 00:00,27.12,58.96,10.97,8.38,19.35,5.49,2.99,0.56,12.36,82.58,2.05,219.46,0.09,8.2,154.52,0,0.08,2020,1418
28-06-2020 00:00,24.26,50.65,10.91,8.39,19.3,5.5,2.73,0.5,10.4,90.35,1.82,205.65,0.06,5.8,124.04,0,0.08,2020,1418
29-06-2020 00:00,21.21,39.91,10.6,8.31,18.91,5.35,2.3,0.35,10.39,94.03,1.5,173.38,0.33,31.8,94.03,0,0.08,2020,1418
30-06-2020 00:00,33.7,61.35,10.85,8.38,19.23,5.55,2.78,0.51,8.05,83.64,1.4,176.66,0,0,183.83,0,0.08,2020,1418
01-07-2020 0:00,23.27,46.35,10.46,8.38,18.84,5.35,2.31,0.39,9.25,79.5,1.9,216.12,0,0,120.49,0,0.08,2020,1418
02-07-2020 0:00,28.08,53.93,10.62,8.34,18.95,5.35,2.55,0.49,8.13,88.05,1.79,215.64,0.02,2,102.4,0,0.07,2020,1418
03-07-2020 0:00,32.52,52.86,10.58,8.25,18.83,5.37,2.44,0.38,6.95,84.97,0.78,169.65,0,0,139.05,0,0.08,2020,1418
04-07-2020 0:00,17.58,34.54,10.5,8.42,18.91,5.4,2.7,0.32,6.35,87.09,0.73,161.34,0.13,11,151.35,0,-0.04,2020,1418
05-07-2020 0:00,12.63,28.39,10.63,8.41,19.04,5.61,3.1,0.3,9.13,98.64,0.75,115.57,0.04,3,35.01,0,0.04,2020,1418
06-07-2020 0:00,15.96,34.19,10.25,8.72,18.96,5.48,2.62,0.39,6.51,98.23,0.58,168.98,0.15,13.4,52.91,0,0.08,2020,1418
07-07-2020 0:00,23.65,40.17,10.21,9.22,19.43,5.41,2.35,0.43,6.09,96.52,0.64,168.38,0.04,3,63.23,0,0.05,2020,1418
08-07-2020 0:00,31.24,54.2,10.28,8.76,19.05,5.52,2.84,0.46,6.47,93.16,0.61,173.99,0.16,13.8,99.74,0,0.04,2020,1418
09-07-2020 0:00,21.96,41.66,10.58,8.22,18.8,5.59,2.66,0.77,5.91,95.41,0.92,186.07,0.28,26.2,67.5,0,0.05,2020,1418
10-07-2020 0:00,23.1,49.15,10.65,8.1,18.74,5.69,2.94,0.39,6.31,90.35,1,184.15,0.01,0.6,171.17,0,0,2020,1418
11-07-2020 0:00,21.02,39.26,10.39,8.27,18.66,5.65,2.92,0.46,5.67,96.21,0.71,212.73,0.11,9.4,65.31,0,0.05,2020,1418
12-07-2020 0:00,28.65,58.44,10.46,8.12,18.58,5.67,1.89,0.59,7.04,91.01,0.75,207.81,0,0.2,123.03,0,0.08,2020,1418
13-07-2020 00:00,21.07,44.24,10.64,7.86,18.5,5.74,2.08,0.58,7.55,93.47,0.82,181.77,0.07,7,131.3,0,0.08,2020,1418
14-07-2020 00:00,40.18,72.15,10.74,8.25,18.99,5.87,1.65,0.47,6.73,90.83,0.58,138.45,0,0.2,125.52,0,0.09,2020,1418
15-07-2020 00:00,18.25,34.06,10.54,8.29,18.83,5.8,1.99,0.33,9.01,88.18,0.56,153.47,0,0,139.72,0,0.09,2020,1418
16-07-2020 00:00,11.31,25.27,10.26,8.19,18.45,5.65,2.59,0.31,12.44,82.85,0.66,171.53,0,0,161.83,0,0.09,2020,1418
17-07-2020 00:00,9.88,19.7,10.18,8.32,18.5,5.63,2.78,0.33,9.38,82.32,0.65,184.11,0,0,142.62,0,0.1,2020,1418
18-07-2020 00:00,17.45,35.67,10.19,8.29,18.48,5.63,2.87,0.4,9.55,87.58,0.7,180.22,0.07,6.2,103.85,0,0.09,2020,1418
19-07-2020 00:00,19.88,38.17,11.22,8.4,19.62,6.34,3.26,0.46,6.03,91.25,0.99,190.96,0.02,2,92.9,0,0.1,2020,1418
20-07-2020 00:00,21.07,43.84,10.39,7.95,18.35,5.74,2.99,0.45,8.74,89.87,0.9,213.34,0.03,3,88.27,0,0.11,2020,1418
21-07-2020 00:00,19.07,41.19,10.64,7.76,18.4,5.87,3.48,0.53,8.15,96.61,0.82,202.72,0.02,1.4,76.11,0,0.07,2020,1418
22-07-2020 00:00,23.45,46.85,10.41,7.96,18.37,5.86,2.66,0.48,10.88,90.18,0.73,201,0.01,0.6,95.85,0,0.04,2020,1418
23-07-2020 00:00,24.96,46.32,10.33,8.26,18.6,5.96,2.98,0.41,11.53,97.68,0.66,186.62,0.11,10.4,46.1,0,0,2020,1418
24-07-2020 00:00,22.01,37.2,10.29,8.08,18.37,5.87,2.95,0.44,11.95,95.97,0.58,124.81,0.18,16.4,86.57,0,0.03,2020,1418
25-07-2020 00:00,33.16,61.18,10.12,8.27,18.38,5.91,3.64,0.46,12.25,89.51,0.62,198.19,0,0,134,0,0.02,2020,1418
26-07-2020 00:00,35.79,61.62,10.09,8.26,18.35,5.85,3.54,0.48,15.57,85.27,0.66,204.81,0.01,1.2,172.18,0,0,2020,1418
27-07-2020 00:00,37.69,64.78,10.24,8.04,18.28,5.85,3.11,0.46,17.56,88.86,0.74,163.12,0,0,96.28,0,0.01,2020,1418
28-07-2020 00:00,33.52,64.07,10.27,8.17,18.44,5.92,2.74,0.4,19.51,89.73,0.62,157.09,0.33,30.8,120.62,0,0.09,2020,1418
29-07-2020 00:00,18.8,34.26,9.93,8.25,18.18,5.77,3.06,0.36,20.13,88.44,0.7,204.48,0.02,1.8,143.47,0,0.01,2020,1418
30-07-2020 00:00,15.65,34.74,10.23,8.13,18.36,5.89,2.99,0.3,14.78,86.53,0.92,208.16,0,0,169.24,0,0.01,2020,1418
31-07-2020 00:00,22.05,41.85,9.89,5.15,15.05,4.27,2.22,0.36,17.36,93,0.77,108.99,0,0,22.62,0,0.1,2020,1418
01-08-2020 0:00,36.89,61.61,9.73,2.14,11.87,2.59,3.79,0.44,15.94,88.86,0.65,158.72,0.01,0.6,132.59,0,0.09,2020,1418
02-08-2020 0:00,43.47,70.2,9.3,2.43,11.73,2.48,2.92,0.43,19.97,87.41,0.91,68.67,0,0,110.09,0,0.1,2020,1418
03-08-2020 0:00,43.34,72.94,9.2,2.25,11.45,2.41,2.61,0.38,22.07,84.04,0.83,130.1,0.02,2.2,168.83,0,0.08,2020,1418
04-08-2020 0:00,36.24,65.75,9.38,2.13,11.5,2.5,1.79,0.34,16.17,91.55,0.83,34.87,0.46,20.8,115.21,0,0,2020,1418
05-08-2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
06-08-2020 0:00,26.12,48.49,8.42,7.77,16.18,3.54,2.05,0.46,15.51,99.24,0.62,165.82,1.11,31.2,135.5,0,0.12,2020,1418
07-08-2020 0:00,15.66,29.64,8.16,7.58,15.74,2.93,2.77,0.31,19.95,90.2,0.6,142.3,0.18,16.2,472.43,0,0.03,2020,1418
08-08-2020 0:00,19.74,39.44,8.15,8.23,16.38,2.91,2.72,0.38,22.45,88.55,0.67,182.33,0,0.2,0,0,0.05,2020,1418
09-08-2020 0:00,26.95,48.67,8.12,8.1,16.22,2.84,2.7,0.35,22.05,92.18,0.68,167.01,0,0.2,0,0,0.09,2020,1418
10-08-2020 0:00,18.67,36.62,8.52,8.3,16.82,3.35,3.32,0.31,17.19,91.21,0.72,179.26,0,0.4,0,0,0.1,2020,1418
11-08-2020 0:00,17.59,34.95,9.09,9.94,19.03,4.05,2.86,0.32,17.8,89.35,0.67,178.75,0,0,0,0,0.07,2020,1418
12-08-2020 0:00,22.94,39.28,9.09,9.48,18.58,4.06,3.11,0.41,19.3,92.83,0.66,147.25,0.02,1.4,0,0,0.03,2020,1418
13-08-2020 00:00,25.62,54.21,8.96,9.27,18.24,4.05,3.08,0.42,17.52,93.88,0.5,170.62,0.1,8.4,0,0,0.04,2020,1418
14-08-2020 00:00,14.23,24.28,9,9.6,18.6,4.12,1.91,0.35,14.57,93,0.7,156.13,0.01,0.8,0,0,0.08,2020,1418
15-08-2020 00:00,10.98,20.36,8.82,9.74,18.56,4.13,2.56,0.26,18.75,93.83,0.92,127.15,0.13,11.4,0,0,0.07,2020,1418
16-08-2020 00:00,18.23,34.64,8.81,9.84,18.65,4.06,2.38,0.37,18.89,96.18,0.38,180.33,0,0,0,0,0.1,2020,1418
17-08-2020 00:00,26.53,51.58,8.69,8.78,17.47,3.91,2.45,0.35,18.89,93.42,0.53,158.59,0.07,6.8,0,0,0.04,2020,1418
18-08-2020 00:00,32.64,63.5,8.72,8.8,17.52,4.09,2.29,0.4,20.3,92.12,0.58,127.78,0,0.4,0,0,0.1,2020,1418
19-08-2020 00:00,14.73,31.23,8.65,9.18,17.83,4.11,2.12,0.31,17.65,92.62,0.81,154.94,0.03,3.2,0,0,0,2020,1418
20-08-2020 00:00,7.21,15.64,8.82,10.08,18.91,4.27,2.34,0.3,17.34,98.09,0.53,171.08,0.25,23.4,0,0,0,2020,1418
21-08-2020 00:00,10.26,20.24,8.94,10.63,19.58,4.41,2.58,0.33,15.88,98.98,0.51,169.2,0.13,12.2,0,0,0,2020,1418
22-08-2020 00:00,21.65,37.99,8.84,9.62,18.46,4.33,2.99,0.42,14.73,95.67,0.63,150.68,0.05,5.2,0,0,0,2020,1418
23-08-2020 00:00,28.73,51.35,9.17,10.92,20.07,4.66,2.75,0.41,13.86,95.52,0.61,167.39,0.03,3,0,0,0.03,2020,1418
24-08-2020 00:00,32.48,60.13,8.96,9.86,18.83,4.43,2.43,0.45,13.87,93.02,0.78,89.99,0.01,0.6,0,0,0.08,2020,1418
25-08-2020 00:00,31.69,60.93,8.81,9.44,18.25,4.39,2.24,0.36,16.1,92.07,1.25,20.67,0.02,1.6,0,0,0.1,2020,1418
26-08-2020 00:00,15.49,27.11,8.59,8.96,17.55,4.24,2.24,0.31,17.6,95.85,1.15,91.45,0.13,12.4,0,0,0.1,2020,1418
27-08-2020 00:00,12.19,25.15,8.8,9.94,18.74,4.46,2.82,0.31,16.85,97.78,0.47,169.2,0.07,6.2,0,0,0.1,2020,1418
28-08-2020 00:00,17.08,29.29,10.16,10.42,20.59,4.59,2.23,0.3,16.39,89.47,0.63,181.85,0.01,1.2,0,0,0.1,2020,1418
29-08-2020 00:00,13.76,30.86,13.15,11.77,24.92,5.29,3.12,0.36,20.26,82.03,1.01,214.85,0,0,0,0,0.1,2020,1418
30-08-2020 00:00,19.52,41.76,13.27,12.56,25.83,5.49,5.54,0.49,19.31,85.35,0.75,216.48,0,0,0,0,0.1,2020,1418
31-08-2020 00:00,26.81,74.69,14.07,13.79,27.85,5.95,3.24,0.49,8.53,93.61,0.51,257.59,0,0,0,0,0.08,2020,1418
01-09-2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
02-09-2020 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1418
03-09-2020 0:00,20.47,41.32,14.74,11.76,26.5,6.94,4.47,0.37,18.87,79.54,0.61,197.14,0,0,0,0,0,2020,1418
04-09-2020 0:00,24.1,50.48,15.24,15.06,30.3,7.12,4.84,0.49,15.18,93.24,0.71,219.93,0.08,5,0,0,0,2020,1418
05-09-2020 0:00,28.48,49.62,14.65,14.08,28.73,6.6,2.34,0.41,19.18,89.41,0.73,213.82,0,0,0,0,0.01,2020,1418
06-09-2020 0:00,31.73,66.14,14.13,12.69,26.8,6.08,3.1,0.37,22.01,86.74,0.71,199.4,0,0,0,0,0,2020,1418
07-09-2020 0:00,30.25,61.43,14.28,13.24,27.52,6.2,2.86,0.49,21.01,90.86,0.71,195.51,0.01,0.4,0,0,0.02,2020,1418
08-09-2020 0:00,29.34,51.43,14.26,12.21,26.47,5.98,2.2,0.43,24.07,90.04,0.67,163.79,0.03,1.4,0,0,0.07,2020,1418
09-09-2020 0:00,33.05,62.51,14.32,12.37,26.69,5.9,2.08,0.54,25.11,94.72,0.6,155.13,0.01,0.8,0,0,0.07,2020,1418
10-09-2020 0:00,40.14,72.43,14.22,12.08,26.3,5.84,2,0.5,22.7,92.26,0.58,170.9,0,0,0,0,0.09,2020,1418
11-09-2020 0:00,39.47,68.1,14.21,13.07,27.28,6.03,2.3,0.4,21.21,89.21,0.6,190.14,0,0,0,0,0.08,2020,1418
12-09-2020 0:00,18.62,38.91,14.3,14.14,28.44,6.3,2.03,0.33,15.26,89.31,0.8,187.2,0,0,0,0,0.02,2020,1418
13-09-2020 00:00,10.63,23.56,14.34,15.01,29.39,6.56,2.03,0.27,20.2,89.49,0.84,209.34,0,0,0,0,0.07,2020,1418
14-09-2020 00:00,13.42,36.98,13.52,11.28,24.81,5.58,2.4,0.28,14.36,79.29,0.85,209.5,0,0,0,997.52,0,2020,1418
15-09-2020 00:00,11.84,42.5,13.73,12.02,25.75,5.85,2.58,0.31,16.47,82.86,0.96,213.88,0,0,0,998.51,0,2020,1418
16-09-2020 00:00,12.65,40.86,14.41,14.9,29.32,6.59,3.39,0.33,14.41,83.5,0.91,210.87,0,0,0,998.24,0,2020,1418
17-09-2020 00:00,23.86,48.88,0,0,0,0,5.13,0.41,13.22,91.48,0.76,178.21,0.03,1.6,0,996.3,0,2020,1418
18-09-2020 00:00,22.59,47.79,4.09,25.25,29.33,8.88,3.57,0.36,21.62,96.02,0.64,169.79,0.15,8.8,0,996.1,0.07,2020,1418
19-09-2020 00:00,25.3,48.51,5.29,23.13,28.43,10.13,2.72,0.48,18.17,89.71,0.73,137.19,0,0,0,995.03,0.14,2020,1418
20-09-2020 00:00,41.16,77.55,7.51,17.3,24.81,10.67,2.52,0.43,13.19,98.57,0.97,61.45,0,0,0,992.04,0.05,2020,1418
21-09-2020 00:00,21.15,45.65,7.08,17.43,24.51,10.31,2.76,0.34,15.7,93.44,0.51,191.79,0.02,1.4,0,992.46,0,2020,1418
22-09-2020 00:00,16.47,33.88,7.01,17.82,24.83,10,3.28,0.29,19.86,92.43,0.64,173.84,0,0.2,0,997.28,0,2020,1418
23-09-2020 00:00,11.92,27.44,6.79,18.75,25.54,10.24,2.79,0.2,22.1,90.28,0.63,174.42,0.02,1.4,0,998.08,0.04,2020,1418
24-09-2020 00:00,18.8,40.51,7.09,18.61,25.71,10.19,2.55,0.29,21.58,88.63,0.89,209.14,0.03,1.6,0,999.14,0.13,2020,1418
25-09-2020 00:00,20.59,37.97,7.37,18.16,25.52,10.29,3.73,0.38,22.6,88.32,0.98,207.57,0.12,7.2,0,996.38,0.13,2020,1418
26-09-2020 00:00,27.31,47.42,7.32,17.86,25.18,10.39,3.72,0.46,15.85,92.91,0.77,198.38,0.01,0.4,0,994.23,0,2020,1418
27-09-2020 00:00,27.5,51.75,0,0,0,0,2.9,0.49,13,92.01,0.89,84.03,0,0.2,0,995.39,0,2020,1418
28-09-2020 00:00,22.95,42.63,0,0,0,0,2.49,0.41,14.91,91.47,1.03,27.21,0,0,0,996.3,0,2020,1418
29-09-2020 00:00,38.84,70.54,0,0,0,0,2.79,0.49,16.39,90.74,1.05,70.42,0,0,0,995.55,0,2020,1418
30-09-2020 00:00,41.25,78.88,0,0,0,0,2.51,0.46,13.87,94.45,0.74,112.79,0.21,13,0,994.44,0.07,2020,1418
01-10-2020 0:00,40.26,81.1,0,0,0,0,2.39,0.46,15.07,89.85,0.68,122.62,0.47,44,0,994.1,0.14,2020,1418
02-10-2020 0:00,23.6,42.53,0,0,0,0,2.21,0.39,14.97,92,0.66,128.18,0,0.2,0,994.96,0.12,2020,1418
03-10-2020 0:00,29.74,61.28,6.58,23.8,30.38,8.88,3.34,0.47,13.71,90.91,0.6,186.89,0,0,0,996,0.12,2020,1418
04-10-2020 0:00,32.85,62.44,5.34,17.77,23.02,9.14,2.98,0.46,12.11,92.73,0.71,159.1,0.06,3,0,996.08,0.11,2020,1418
05-10-2020 0:00,37.99,70.26,6.27,18.22,24.48,9.27,2.69,0.5,8.59,94.83,0.51,213.13,0,0,0,996.07,0.11,2020,1418
06-10-2020 0:00,15.45,26.81,4.28,19.24,23.52,10.86,2.5,0.36,16.44,88.4,0.74,168.92,0.06,2,161.6,996.86,0.13,2020,1418
07-10-2020 0:00,28.76,50.45,6.05,18.54,24.54,26.31,2.89,0.47,12.49,95.3,0.68,174.95,0.07,4,78.9,998.03,0.14,2020,1418
08-10-2020 0:00,44.68,80.37,7.61,25.47,33.08,33.78,4.66,0.55,15.8,88.41,0.57,159.18,0,0,178.81,998.21,0.13,2020,1418
09-10-2020 0:00,49.79,91.41,9.31,26.76,36.07,32.94,3.15,0.55,11,91.22,0.69,147.68,0,0,84.99,998.11,0.08,2020,1418
10-10-2020 0:00,50.9,92.43,6.32,24.85,31.17,31.58,3.26,0.52,11.7,86.32,0.85,123.43,0,0,146.07,997.43,0,2020,1418
11-10-2020 0:00,55.75,105.99,6.36,25.83,32.19,31.95,4.3,0.48,20.52,77.84,0.61,170.54,0,0,129.72,995.65,0,2020,1418
12-10-2020 0:00,60.36,119.48,7.35,29.83,37.18,35.44,4.14,0.55,23.47,78.01,0.64,207.27,0,0,161.05,994.59,0,2020,1418
13-10-2020 00:00,56.09,112.78,8.37,27.85,36.22,42.51,2.89,0.54,20.36,80.41,0.67,150.64,0,0,151.38,995.23,0,2020,1418
14-10-2020 00:00,53.01,110.77,6.86,28.39,35.23,46.09,2.79,0.59,14.57,86.97,0.66,177.75,0,0,56.66,995.92,0,2020,1418
15-10-2020 00:00,48.03,95.64,6.33,26.75,33.08,40.28,5.3,0.5,16.85,77.97,0.67,153.37,0,0,180.64,996.44,0,2020,1418
16-10-2020 00:00,31.11,78.32,6.31,27.28,33.59,41.45,4.85,0.5,15.81,82.51,0.67,176.73,0,0,140.56,998.5,0,2020,1418
17-10-2020 00:00,57.14,105.54,6.35,28.81,35.16,39,4.31,0.52,19.02,83.15,0.84,132.55,0,0,133.92,999.38,0,2020,1418
18-10-2020 00:00,63.45,118.26,6.54,28.23,34.78,32.2,4.11,0.49,18.26,79.34,0.91,116.06,0,0,158.67,999.54,0,2020,1418
19-10-2020 00:00,74.09,135.25,6.03,27.15,33.17,32,3.66,0.52,17.62,77.7,0.86,117.26,0,0,173.86,995.74,0,2020,1418
20-10-2020 00:00,77.14,150.03,6.58,26.79,33.37,38.25,4.21,0.57,28.76,72.74,1.04,132.6,0,0,162.09,996.52,0,2020,1418
21-10-2020 00:00,75.06,144.06,6.78,26.58,33.32,36.56,5.99,0.63,22.93,83.39,0.87,146.97,0,0,106.06,996.86,0.08,2020,1418
22-10-2020 00:00,17.15,35.41,5.18,19.24,24.41,31.52,4.93,0.35,15.54,85.17,0.91,144.57,0,0,153.68,994.94,0.13,2020,1418
23-10-2020 00:00,13.81,30.45,5.18,19.66,24.84,28.31,3.99,0.35,12.55,86.36,1.38,32.73,0,0,117.2,993.68,0.14,2020,1418
24-10-2020 00:00,27.98,55.74,5.47,22.84,28.31,29.04,4.22,0.41,14.4,83.1,1.04,64.63,0,0,123.85,996.17,0.13,2020,1418
25-10-2020 00:00,48.83,103.9,6.02,28.94,34.95,28.39,5.95,0.62,24.91,65.19,0.72,178.64,0,0,144.92,998.74,0.14,2020,1418
26-10-2020 00:00,67.23,130.7,5.65,29.6,35.25,27.11,7.19,0.73,26.48,58.77,0.75,141.95,0,0,160.99,998.96,0.13,2020,1418
27-10-2020 00:00,62.15,126.55,5.24,30.26,35.51,26.68,7.47,0.66,25.51,57.24,0.85,144.06,0,0,180.83,999.15,0.13,2020,1418
28-10-2020 00:00,74.97,143.63,6.66,32.34,38.97,37.54,6.61,0.7,31.43,62.16,0.77,134.14,0,0,157.79,999.03,0.12,2020,1418
29-10-2020 00:00,63.83,127.97,5.4,24.94,30.34,36.29,5.33,0.55,29.28,62.79,1.03,77.46,0,0,163.78,999.06,0.12,2020,1418
30-10-2020 00:00,61.58,127.4,4.71,21.77,26.48,30.78,4.98,0.47,34.9,58.23,1.23,37.35,0,0,178.02,998.73,0.11,2020,1418
31-10-2020 00:00,55.91,117.28,4.81,23.94,28.76,29.75,5.31,0.48,33.25,57.7,1.17,56.05,0,0,194.36,998.97,0.11,2020,1418
01-11-2020 0:00,50.45,106.03,4.77,23.15,27.91,29.81,4.87,0.46,32.78,65.61,1.16,39.13,0,0,161.09,999.44,0.1,2020,1418
02-11-2020 0:00,69.96,139.4,4.65,25.44,30.09,29.81,5.5,0.56,31.6,63.23,1.03,90.21,0,0,169.95,1000,0.12,2020,1418
03-11-2020 0:00,103.62,206.9,5.13,30.03,35.15,31.04,6.83,0.69,31.64,53.88,0.93,122.14,0,0,162.39,0,0.12,2020,1418
04-11-2020 0:00,101.4,207.1,7.14,35.4,42.48,37.72,8.99,0.8,22.43,49.97,0.73,155.83,0,0,168.72,999.69,0.13,2020,1418
05-11-2020 0:00,95.49,193.33,8.8,36.08,44.89,45.21,10.05,1.04,19.9,54.31,0.78,193.05,0,0,139.74,0,0.13,2020,1418
06-11-2020 0:00,100.01,213.53,14.06,43.79,57.85,47.93,7.83,0.82,16.99,56.6,0.86,147.96,0,0,126.69,0,0.13,2020,1418
07-11-2020 0:00,104.09,199.77,7.07,31.47,38.54,45.31,5.97,0.72,29.57,55.08,0.91,89.68,0,0,153.57,0,0.13,2020,1418
08-11-2020 0:00,80.81,151.82,7.57,26.87,34.44,46.27,4.99,0.61,17.89,61.08,0.94,101.63,0,0,201.3,0,0.14,2020,1418
09-11-2020 0:00,55.13,113.29,9.3,28.51,37.99,44.61,4.62,0.52,16.38,58.6,1.08,85.18,0,0,212.53,1000,0.14,2020,1418
10-11-2020 0:00,57.81,116.37,13.95,35.16,49.12,57.02,5.08,0.62,25.6,63.01,1.23,122.42,0,0,188.59,0,0.14,2020,1418
11-11-2020 0:00,38.45,90.77,8.56,28.71,37.27,48.27,5.31,0.44,27.6,53.89,1.44,69.87,0,0,197.44,0,0.13,2020,1418
12-11-2020 0:00,30.22,80.91,7.01,29.03,36.04,45.25,4.66,0.39,26.29,46.47,1.49,48.84,0,0,211.94,0,0.08,2020,1418
13-11-2020 00:00,34.84,96.25,7.12,26.52,33.64,48.1,4.04,0.47,31.25,52.09,1.38,32.73,0,0,153.08,0,0,2020,1418
14-11-2020 00:00,63.09,123.07,6.86,25.61,32.47,47.59,4.26,0.5,37.38,56.42,1.28,81.3,0,0,189.52,0,0,2020,1418
15-11-2020 00:00,66.24,127.93,6.7,25.8,32.36,47.21,5.16,0.51,36.14,60.16,1.27,90.07,0,0,121.84,0,0.08,2020,1418
16-11-2020 00:00,69.97,124.95,6.84,24.5,31.33,49.66,4.82,0.54,41.23,58.31,1.06,88.65,0,0,133.59,0,0.13,2020,1418
17-11-2020 00:00,72.3,141.63,7.41,25.17,32.57,51.64,4.87,0.61,34.95,60.59,1.14,106.68,0,0,173.34,0,0.13,2020,1418
18-11-2020 00:00,70.47,144.71,10.83,31.14,41.97,66.63,6.17,0.82,30.68,65.35,1.06,143.93,0,0,98.8,0,0.13,2020,1418
19-11-2020 00:00,99.78,189.66,9.69,35.71,45.4,65.27,7.44,0.74,27.42,69.46,1.05,94.93,0,0,98.09,0,0.14,2020,1418
20-11-2020 00:00,91.21,158.55,7.45,26.68,34.13,57.93,5.88,0.76,29.09,78.92,1.1,165.8,0.01,0.6,92.77,0,0.13,2020,1418
21-11-2020 00:00,92.35,149.07,7.28,24.06,31.35,53.19,3.82,0.6,32.87,75.12,1.12,158.92,0,0,78.24,0,0.13,2020,1418
22-11-2020 00:00,72.49,138.65,8.18,28.52,36.7,52.81,5.22,0.58,34.84,54.56,1.05,152.01,0,0,164.56,0,0.12,2020,1418
23-11-2020 00:00,77.44,150.15,9.3,38.88,48.16,38.64,4.42,0.71,26.44,55.48,1.24,137.24,0,0,149.65,0,0.13,2020,1418
24-11-2020 00:00,86.72,157.5,8.19,29.01,37.2,26.14,3.85,0.76,35.87,52.91,1.21,123.25,0,0,183.93,0,0.12,2020,1418
25-11-2020 00:00,80.91,145.75,15.61,37.98,53.59,27.38,3.87,0.74,30.47,58.25,1.07,147.69,0,0,140.87,0,0.13,2020,1418
26-11-2020 00:00,74.77,137.87,5.07,12.36,17.43,21.81,4.14,0.66,19.5,67.13,1.11,106.24,0,0,96.33,0,0.13,2020,1418
27-11-2020 00:00,61.08,117.48,4.01,7.74,11.74,21.1,3.97,0.52,23.56,65.76,1.35,84.72,0,0,47.93,0,0.13,2020,1418
28-11-2020 00:00,73.57,133.01,4.57,8.69,13.23,21.07,3.76,0.56,33.96,54.97,1.19,102.07,0,0,169.1,0,0.13,2020,1418
29-11-2020 00:00,81.67,167.71,10.01,18.91,28.91,21.04,3.87,0.67,29.76,54.09,1.12,111.34,0,0,133.7,0,0.13,2020,1418
30-11-2020 00:00,76.03,147.03,11.35,30.73,42.09,27.04,4.4,0.71,28.95,56.25,0.74,155.41,0,0,105.04,0,0.13,2020,1418
01-12-2020 0:00,86.57,164.2,13.04,38.79,51.83,32.7,4.8,0.75,33,57.96,0.66,165.63,0,0,141,0,0.13,2020,1418
02-12-2020 0:00,107.55,209.48,17.09,40.48,57.57,34.94,4.57,1.02,31.3,62.81,0.74,156.88,0,0,129.95,0,0.13,2020,1418
03-12-2020 0:00,134.59,245.55,14.76,39.25,54.01,33.31,5.38,0.96,34.71,65.03,0.89,179.64,0,0,123.43,0,0.13,2020,1418
04-12-2020 0:00,156.5,274.57,15.61,48.24,63.85,37.43,7.2,1.08,41.79,60.38,0.8,192.82,0,0,134.44,0,0.12,2020,1418
05-12-2020 0:00,186.05,323.24,18.09,45.99,64.08,36.82,6.38,1.29,25.39,73.33,0.82,174.47,0,0,88.05,0,0.13,2020,1418
06-12-2020 0:00,189.63,324.63,20.77,40.93,61.7,35.65,6.21,1.28,26.66,72.39,0.82,154.9,0,0,99.51,0,0.13,2020,1418
07-12-2020 0:00,191.73,327.26,25.39,45.86,71.25,40.32,6.22,1.23,18.6,73.28,1.09,140.37,0,0,107.51,0,0.13,2020,1418
08-12-2020 0:00,138.78,264.2,14.26,37.82,52.08,33.13,5.39,1.17,28.79,86.89,1.05,139.91,0,0,78.51,0,0.14,2020,1418
09-12-2020 0:00,150.91,255.48,17.45,41.49,58.93,35.34,5.51,1.1,23.45,79.43,0.78,190.32,0,0,94.26,0,0.13,2020,1418
10-12-2020 0:00,147.66,252.32,15.4,36.3,51.71,33,5.42,1.01,28.32,79.76,0.87,182.38,0,0,117.42,0,0.13,2020,1418
11-12-2020 0:00,129.55,233.87,12.61,36.41,49.02,31.67,5.84,0.89,25.41,85.01,1.01,102.69,0,0,72.94,0,0.13,2020,1418
12-12-2020 0:00,124.03,219.04,16.83,31.7,48.53,30.99,4.88,0.97,23.42,82.43,0.77,161.23,0,0,88.26,0,0.13,2020,1418
13-12-2020 00:00,136.42,247.99,20.95,32.87,53.82,34.12,5.06,1.03,21.17,77.36,0.9,142.61,0,0,86.21,0,0.13,2020,1418
14-12-2020 00:00,84.76,149.35,14.38,35.98,50.36,32.17,4.81,0.67,19.68,66.88,1,105.72,0,0,113.87,0,0.13,2020,1418
15-12-2020 00:00,77.09,150.64,12.21,30.96,43.16,29.56,4.73,0.62,29.45,59.48,0.97,132.58,0,0,74.08,0,0.14,2020,1418
16-12-2020 00:00,78.75,145.69,11.88,29.61,41.49,28.89,4.41,0.63,27,58.3,1.05,98.68,0,0,111.81,0,0.13,2020,1418
17-12-2020 00:00,87.2,158.73,11.37,29.52,40.88,28.56,4.75,0.64,27.72,65.12,0.99,119.72,0,0,101.35,0,0.13,2020,1418
